Age,Salary,Gender,Marital Status,Years of Experience
29,79757,Female,Married,1
44,6812,Male,Divorced,19
32,168004,Male,Single,1
52,126290,Prefer Not to Say,Married,3
42,174389,Male,Divorced,8
57,172950,Prefer Not to Say,Married,10
24,196800,Male,Single,17
51,108398,Prefer Not to Say,Single,9
39,162369,Prefer Not to Say,Married,23
26,103399,Prefer Not to Say,Single,9
53,23697,Male,Married,5
56,68082,Male,Single,17
47,67654,Prefer Not to Say,Married,13
42,82958,Female,Single,24
45,103174,Prefer Not to Say,Married,9
31,104446,Prefer Not to Say,Divorced,10
44,181401,Prefer Not to Say,Married,21
45,50689,Female,Married,14
22,109014,Prefer Not to Say,Single,13
60,89593,Male,Married,19
56,53850,Prefer Not to Say,Single,15
64,192823,Male,Married,3
50,151529,Female,Divorced,14
44,188093,Female,Divorced,22
43,189451,Female,Divorced,7
23,8278,Male,Married,23
42,19209,Male,Divorced,24
52,156846,Female,Single,16
45,145463,Prefer Not to Say,Single,17
35,43308,Prefer Not to Say,Married,12
47,191432,Female,Single,19
58,105172,Female,Single,14
41,122632,Prefer Not to Say,Divorced,14
41,143616,Male,Married,18
47,113252,Male,Divorced,17
21,91131,Male,Divorced,4
42,127283,Male,Married,23
20,111691,Male,Married,5
48,16334,Male,Married,21
64,75036,Male,Single,2
58,160027,Female,Single,22
19,7791,Male,Divorced,8
40,69787,Prefer Not to Say,Single,4
23,197209,Female,Married,12
60,71401,Female,Divorced,11
37,129437,Male,Divorced,14
27,148444,Prefer Not to Say,Single,1
37,102194,Male,Married,23
58,190746,Female,Divorced,7
52,53428,Male,Married,15
35,127973,Prefer Not to Say,Divorced,10
42,6439,Male,Married,18
29,147990,Male,Single,10
30,29353,Prefer Not to Say,Single,19
41,58786,Female,Divorced,10
21,97967,Female,Single,22
35,136353,Female,Divorced,22
28,21412,Prefer Not to Say,Single,13
28,161519,Male,Divorced,5
63,59969,Male,Married,22
27,35368,Female,Married,1
57,194470,Male,Single,16
24,97233,Female,Single,13
43,43114,Male,Divorced,25
24,20591,Female,Single,10
38,198045,Male,Single,1
56,34681,Male,Single,8
61,133096,Male,Divorced,6
53,114031,Prefer Not to Say,Divorced,19
28,177805,Prefer Not to Say,Married,12
58,138469,Female,Single,18
45,183759,Female,Single,15
48,81421,Male,Single,24
48,137612,Prefer Not to Say,Married,4
32,64760,Female,Divorced,17
39,70933,Male,Single,5
30,16031,Prefer Not to Say,Married,21
36,197268,Male,Single,16
27,70324,Female,Married,2
29,92847,Prefer Not to Say,Single,3
18,14794,Male,Divorced,2
53,5126,Female,Married,23
54,9739,Female,Divorced,15
50,87947,Male,Divorced,14
48,114666,Male,Married,6
65,12767,Male,Married,22
43,29635,Male,Married,17
51,141562,Female,Single,18
29,53890,Prefer Not to Say,Single,23
20,79658,Female,Divorced,16
50,11945,Male,Married,17
25,148261,Male,Single,8
31,146950,Prefer Not to Say,Divorced,17
59,85757,Female,Single,22
36,118865,Female,Married,16
39,65243,Female,Married,2
41,77764,Prefer Not to Say,Single,13
46,44338,Male,Divorced,19
42,117547,Male,Divorced,7
47,58990,Prefer Not to Say,Single,5
52,53611,Prefer Not to Say,Single,24
22,20891,Prefer Not to Say,Single,23
45,165825,Prefer Not to Say,Married,19
33,63177,Male,Single,22
54,38039,Female,Married,10
55,88885,Prefer Not to Say,Married,21
61,28814,Female,Single,11
44,188594,Female,Single,5
26,119551,Female,Married,15
24,89556,Prefer Not to Say,Married,9
36,27289,Male,Married,19
54,107860,Male,Divorced,4
35,139228,Female,Divorced,15
23,115793,Female,Married,19
32,124026,Male,Divorced,8
51,79994,Prefer Not to Say,Married,9
65,52954,Female,Single,17
54,131463,Female,Married,18
65,193676,Female,Married,21
45,79275,Male,Divorced,18
63,170630,Male,Married,13
40,190020,Prefer Not to Say,Married,20
39,69215,Female,Single,16
63,69778,Female,Married,3
65,84189,Prefer Not to Say,Married,22
18,88424,Prefer Not to Say,Single,6
34,114217,Female,Single,10
31,197138,Prefer Not to Say,Divorced,13
42,191485,Prefer Not to Say,Married,11
34,67718,Prefer Not to Say,Single,7
61,108075,Female,Divorced,10
27,111416,Female,Married,15
24,33260,Prefer Not to Say,Single,13
54,33172,Prefer Not to Say,Married,14
35,114586,Prefer Not to Say,Single,2
34,167800,Female,Divorced,1
31,94048,Female,Divorced,18
28,146947,Female,Single,5
22,170699,Female,Married,10
39,36506,Female,Married,2
52,161080,Female,Married,15
61,181587,Prefer Not to Say,Divorced,14
60,63529,Female,Divorced,2
22,33635,Prefer Not to Say,Single,4
63,48881,Prefer Not to Say,Married,24
56,112266,Female,Single,13
57,147094,Male,Married,12
25,154724,Prefer Not to Say,Single,7
20,77151,Female,Divorced,22
54,105642,Prefer Not to Say,Married,13
42,17459,Prefer Not to Say,Married,6
23,178127,Female,Divorced,1
21,72373,Female,Divorced,24
25,22937,Prefer Not to Say,Married,15
56,28585,Female,Single,9
59,48959,Female,Married,12
63,197368,Prefer Not to Say,Divorced,12
27,82467,Female,Single,3
40,186233,Male,Married,1
64,144315,Male,Single,8
61,131172,Male,Single,20
47,91363,Male,Married,25
59,119770,Male,Married,20
36,183468,Female,Married,17
21,147996,Female,Single,16
65,180796,Female,Single,8
55,66022,Male,Married,19
30,47493,Male,Single,12
24,184222,Female,Single,1
42,77119,Male,Divorced,24
34,171026,Male,Divorced,2
42,8609,Female,Single,18
53,112405,Female,Divorced,3
28,82686,Male,Divorced,3
24,148072,Prefer Not to Say,Single,16
46,59170,Female,Single,17
64,198275,Male,Divorced,22
32,120940,Prefer Not to Say,Divorced,7
51,102523,Prefer Not to Say,Married,14
21,143347,Male,Divorced,4
18,170151,Male,Single,4
41,30395,Male,Divorced,14
23,89314,Male,Divorced,5
39,160974,Prefer Not to Say,Single,6
19,196461,Female,Single,3
51,150924,Female,Married,13
34,98828,Female,Married,3
56,166761,Prefer Not to Say,Divorced,13
35,18866,Prefer Not to Say,Divorced,20
51,43787,Prefer Not to Say,Married,14
49,110008,Prefer Not to Say,Single,12
21,163713,Prefer Not to Say,Single,9
28,141224,Male,Single,1
55,192016,Male,Divorced,16
36,149453,Prefer Not to Say,Married,3
59,149982,Prefer Not to Say,Single,7
37,131186,Prefer Not to Say,Single,20
33,51487,Male,Divorced,18
50,185977,Prefer Not to Say,Single,16
34,119545,Male,Divorced,9
32,136979,Male,Divorced,8
28,138291,Female,Divorced,20
64,127854,Female,Married,23
20,32228,Male,Married,9
37,188723,Female,Single,3
50,103696,Male,Married,5
36,18570,Prefer Not to Say,Divorced,24
58,198009,Male,Divorced,23
39,169218,Prefer Not to Say,Married,6
35,5029,Male,Divorced,1
53,97023,Female,Single,18
19,127281,Prefer Not to Say,Married,24
33,104249,Prefer Not to Say,Divorced,1
44,70842,Female,Married,25
23,175595,Female,Single,12
27,92608,Prefer Not to Say,Single,16
39,160515,Male,Married,13
27,14841,Female,Married,22
26,185240,Female,Divorced,4
34,154580,Prefer Not to Say,Single,14
45,118252,Prefer Not to Say,Divorced,25
29,41342,Male,Single,1
60,199595,Prefer Not to Say,Divorced,7
60,101568,Male,Single,21
51,31436,Prefer Not to Say,Single,10
57,52768,Prefer Not to Say,Single,10
40,67104,Male,Divorced,7
42,169334,Male,Married,23
33,41773,Prefer Not to Say,Single,17
58,9641,Prefer Not to Say,Divorced,19
63,65552,Male,Divorced,5
23,118760,Prefer Not to Say,Divorced,14
23,56546,Prefer Not to Say,Divorced,22
25,45627,Prefer Not to Say,Married,4
39,122486,Female,Single,15
56,32264,Male,Single,9
56,114009,Prefer Not to Say,Married,18
59,41824,Female,Married,14
43,100660,Female,Single,15
29,44573,Male,Single,2
33,186056,Prefer Not to Say,Divorced,11
18,156745,Male,Divorced,22
44,25735,Male,Married,11
65,46903,Prefer Not to Say,Married,8
43,22716,Prefer Not to Say,Single,9
61,132285,Prefer Not to Say,Divorced,11
46,190775,Male,Divorced,8
34,148356,Prefer Not to Say,Married,22
30,96099,Male,Single,19
25,38509,Female,Single,25
40,142722,Prefer Not to Say,Married,7
26,127390,Prefer Not to Say,Married,17
47,93390,Male,Married,5
45,157102,Female,Divorced,13
62,127543,Male,Single,24
43,43849,Prefer Not to Say,Married,5
41,124595,Male,Divorced,6
62,52376,Male,Single,2
63,171426,Prefer Not to Say,Married,1
60,126183,Prefer Not to Say,Single,16
21,185910,Female,Divorced,8
55,198734,Female,Married,18
44,53131,Female,Divorced,19
30,117655,Male,Married,23
26,146841,Male,Divorced,20
63,25125,Male,Married,21
42,112063,Male,Single,16
55,31884,Male,Divorced,4
39,189601,Male,Married,4
36,193579,Prefer Not to Say,Married,21
39,24570,Prefer Not to Say,Married,21
45,55294,Prefer Not to Say,Married,4
29,186173,Female,Single,24
28,20047,Prefer Not to Say,Married,7
59,173967,Prefer Not to Say,Divorced,6
40,77883,Female,Divorced,22
47,194911,Male,Single,25
36,110307,Male,Married,25
18,177838,Male,Married,7
52,132808,Female,Divorced,19
62,184388,Male,Single,11
21,154120,Female,Single,7
37,62160,Female,Divorced,19
40,190142,Prefer Not to Say,Married,14
19,8474,Male,Married,8
59,101822,Prefer Not to Say,Single,15
55,40940,Female,Single,4
57,147533,Prefer Not to Say,Single,6
25,80775,Male,Single,12
60,164215,Prefer Not to Say,Single,8
24,79086,Prefer Not to Say,Divorced,9
60,70935,Female,Single,12
64,5066,Female,Single,25
45,191605,Male,Divorced,22
64,62286,Male,Married,21
40,72983,Female,Married,25
23,99573,Male,Divorced,15
34,31976,Male,Married,16
32,175804,Female,Married,15
57,172958,Prefer Not to Say,Divorced,2
64,86146,Female,Single,1
21,178767,Prefer Not to Say,Single,10
42,63819,Male,Married,20
55,64168,Female,Single,25
47,49069,Prefer Not to Say,Married,3
23,129334,Prefer Not to Say,Divorced,12
20,188972,Prefer Not to Say,Married,11
50,37026,Male,Divorced,22
64,127721,Male,Married,6
25,48034,Male,Married,25
40,27738,Prefer Not to Say,Divorced,25
35,169912,Female,Single,7
39,173432,Male,Married,12
18,131772,Prefer Not to Say,Married,13
36,40168,Male,Divorced,2
62,130033,Male,Divorced,15
24,143574,Female,Single,21
18,83880,Prefer Not to Say,Divorced,11
60,25003,Prefer Not to Say,Single,13
20,132198,Male,Divorced,4
65,84624,Female,Single,25
44,112698,Female,Divorced,23
33,195407,Prefer Not to Say,Married,20
60,182998,Prefer Not to Say,Divorced,8
33,106202,Prefer Not to Say,Single,12
32,193728,Male,Divorced,15
40,138239,Prefer Not to Say,Married,21
41,83339,Female,Single,20
33,137353,Prefer Not to Say,Single,6
61,113259,Prefer Not to Say,Single,9
23,50808,Male,Single,1
48,101874,Prefer Not to Say,Single,12
53,162848,Male,Single,16
53,111872,Prefer Not to Say,Divorced,19
56,35240,Prefer Not to Say,Married,1
51,154043,Female,Divorced,12
34,7582,Male,Single,10
52,109064,Male,Married,11
43,90084,Female,Single,3
27,148483,Female,Married,20
63,27756,Prefer Not to Say,Divorced,17
32,21855,Female,Single,15
37,56711,Prefer Not to Say,Divorced,17
20,121999,Prefer Not to Say,Single,18
59,148912,Male,Married,12
40,97019,Male,Single,24
65,99861,Prefer Not to Say,Married,1
50,77906,Male,Married,21
40,185325,Male,Divorced,23
45,106849,Male,Single,22
61,57584,Prefer Not to Say,Divorced,5
28,158930,Female,Married,9
22,125698,Male,Single,22
32,6471,Male,Single,10
35,191178,Male,Married,24
53,146306,Male,Married,9
56,165218,Male,Single,11
63,148096,Male,Married,13
30,149199,Female,Divorced,24
46,12841,Male,Divorced,20
62,73341,Male,Divorced,11
48,139002,Male,Married,20
44,5490,Prefer Not to Say,Divorced,19
34,169426,Male,Single,19
59,56173,Prefer Not to Say,Single,13
56,23403,Prefer Not to Say,Married,17
20,85831,Prefer Not to Say,Divorced,12
41,110375,Prefer Not to Say,Divorced,18
59,36036,Male,Single,24
61,172559,Male,Divorced,18
58,58781,Female,Married,11
19,14830,Male,Divorced,17
50,15567,Prefer Not to Say,Single,22
40,180155,Prefer Not to Say,Single,7
60,35515,Male,Divorced,2
64,122942,Prefer Not to Say,Married,5
49,39337,Female,Divorced,13
27,167148,Prefer Not to Say,Married,16
24,198747,Male,Single,18
44,14877,Male,Divorced,16
35,150129,Female,Divorced,7
34,52537,Female,Single,10
19,41463,Prefer Not to Say,Married,19
27,87091,Prefer Not to Say,Married,17
60,61984,Male,Single,16
47,100301,Prefer Not to Say,Married,15
20,82881,Male,Married,14
36,119359,Male,Single,22
58,141970,Female,Married,4
31,150448,Prefer Not to Say,Divorced,5
32,10705,Prefer Not to Say,Married,6
25,142469,Female,Single,1
30,151489,Prefer Not to Say,Divorced,12
60,30522,Female,Married,10
29,60506,Female,Single,16
24,68362,Male,Divorced,3
50,127800,Male,Divorced,2
48,111111,Female,Married,23
39,109925,Male,Divorced,19
43,151851,Male,Single,20
42,105578,Prefer Not to Say,Single,13
47,59586,Male,Married,5
29,112299,Male,Married,7
43,99775,Prefer Not to Say,Single,25
39,41746,Male,Married,6
30,20587,Prefer Not to Say,Divorced,20
22,179874,Prefer Not to Say,Single,14
60,160365,Female,Single,12
46,92111,Male,Single,7
37,26598,Female,Single,10
20,149484,Female,Single,20
55,64467,Male,Single,25
29,84143,Prefer Not to Say,Divorced,24
36,12402,Prefer Not to Say,Married,1
59,170353,Male,Divorced,15
56,171214,Male,Married,2
24,74222,Male,Single,4
58,55098,Female,Married,19
35,6629,Male,Married,8
35,66126,Male,Single,15
54,183252,Male,Married,14
26,62753,Male,Divorced,12
30,150810,Prefer Not to Say,Married,5
28,116848,Female,Single,5
56,156153,Prefer Not to Say,Divorced,19
29,174044,Prefer Not to Say,Married,9
21,112258,Female,Divorced,3
56,144643,Male,Single,25
29,53389,Male,Single,17
25,11010,Male,Single,5
38,22318,Prefer Not to Say,Single,24
27,92512,Male,Divorced,7
49,195252,Female,Married,19
61,197047,Female,Single,13
31,74436,Female,Single,7
44,25610,Male,Single,11
44,123898,Prefer Not to Say,Married,23
31,10016,Male,Divorced,13
48,32973,Prefer Not to Say,Divorced,15
42,10621,Male,Divorced,25
24,16321,Male,Divorced,9
64,162274,Prefer Not to Say,Single,6
59,60423,Male,Divorced,9
26,196125,Prefer Not to Say,Married,6
65,89077,Male,Divorced,21
65,31011,Prefer Not to Say,Single,16
44,33844,Female,Married,5
28,64175,Prefer Not to Say,Married,9
63,145901,Prefer Not to Say,Single,8
54,118839,Female,Single,1
46,136563,Male,Single,12
29,17756,Male,Divorced,1
19,159111,Female,Divorced,19
27,165246,Prefer Not to Say,Divorced,20
58,47563,Prefer Not to Say,Married,14
27,199972,Female,Divorced,17
54,198582,Prefer Not to Say,Single,22
26,18875,Male,Married,21
41,198075,Male,Divorced,16
23,166183,Male,Married,2
38,118567,Prefer Not to Say,Divorced,21
32,35781,Prefer Not to Say,Married,7
45,165821,Male,Married,18
49,20270,Male,Divorced,2
63,90923,Prefer Not to Say,Single,9
42,75045,Prefer Not to Say,Divorced,9
39,151187,Prefer Not to Say,Married,23
57,179758,Male,Divorced,18
23,138084,Female,Married,14
49,70324,Prefer Not to Say,Divorced,11
55,158740,Prefer Not to Say,Divorced,15
49,75368,Female,Divorced,5
58,187757,Female,Single,7
39,7737,Male,Married,14
26,188519,Prefer Not to Say,Divorced,24
22,64929,Prefer Not to Say,Divorced,2
23,20677,Male,Married,14
36,58570,Male,Married,15
23,89697,Female,Single,5
33,112836,Male,Married,13
43,67489,Prefer Not to Say,Single,15
64,74090,Prefer Not to Say,Divorced,20
37,135383,Female,Married,6
60,29126,Female,Divorced,6
59,76108,Male,Married,2
58,68116,Female,Single,12
23,132823,Female,Single,2
52,141406,Male,Divorced,11
48,165199,Prefer Not to Say,Divorced,6
52,127943,Female,Single,24
23,160187,Male,Single,9
63,129959,Prefer Not to Say,Married,7
37,77184,Prefer Not to Say,Divorced,15
64,85540,Male,Single,1
43,27381,Male,Divorced,9
33,85463,Prefer Not to Say,Divorced,12
39,141318,Male,Married,21
39,50706,Prefer Not to Say,Married,25
58,142538,Female,Single,3
39,70343,Male,Divorced,15
56,12343,Male,Divorced,7
53,12495,Female,Divorced,2
41,140749,Male,Married,25
62,131918,Male,Married,3
55,83041,Prefer Not to Say,Divorced,10
39,45766,Male,Married,19
18,79847,Female,Divorced,2
52,174188,Male,Divorced,9
25,95001,Prefer Not to Say,Divorced,2
28,65263,Female,Single,7
57,29145,Prefer Not to Say,Divorced,4
61,97647,Female,Single,19
34,179579,Female,Divorced,25
33,88918,Male,Single,4
37,43626,Prefer Not to Say,Divorced,4
59,67136,Female,Single,3
37,166091,Female,Divorced,19
45,136706,Male,Single,17
34,188845,Male,Single,13
27,123194,Prefer Not to Say,Divorced,6
45,153334,Male,Divorced,1
33,64312,Male,Married,12
20,17941,Prefer Not to Say,Divorced,19
31,35570,Female,Divorced,6
36,123596,Female,Single,2
28,118510,Male,Divorced,1
64,117030,Prefer Not to Say,Married,7
50,74065,Female,Married,20
18,189699,Male,Divorced,12
40,59433,Female,Married,5
40,103414,Prefer Not to Say,Divorced,1
53,177290,Female,Divorced,15
40,115373,Female,Married,16
18,143383,Female,Married,2
36,48412,Female,Married,2
20,116817,Male,Married,22
47,166181,Female,Married,8
31,120040,Prefer Not to Say,Single,21
38,174457,Male,Single,2
61,109287,Male,Divorced,3
64,104895,Male,Divorced,20
51,161806,Prefer Not to Say,Single,11
60,6726,Female,Divorced,25
28,135880,Male,Single,22
62,58414,Prefer Not to Say,Divorced,4
61,191500,Female,Single,9
38,122203,Male,Divorced,19
39,129005,Prefer Not to Say,Divorced,16
50,179813,Prefer Not to Say,Married,19
51,97593,Prefer Not to Say,Divorced,14
47,126322,Prefer Not to Say,Single,12
38,117513,Male,Single,13
58,122775,Male,Divorced,5
19,46974,Male,Single,6
51,159276,Female,Married,12
33,156334,Male,Single,16
42,120679,Female,Single,24
30,8833,Prefer Not to Say,Single,24
30,85446,Prefer Not to Say,Married,9
33,176134,Female,Married,22
47,35473,Female,Married,11
25,26602,Female,Married,7
30,84083,Prefer Not to Say,Divorced,6
22,18236,Prefer Not to Say,Married,5
23,126825,Male,Divorced,5
46,136599,Prefer Not to Say,Divorced,21
32,22200,Male,Single,23
44,194159,Prefer Not to Say,Divorced,21
47,44760,Female,Married,11
57,148202,Prefer Not to Say,Married,3
58,131899,Female,Single,1
62,103577,Female,Divorced,14
21,134569,Prefer Not to Say,Single,11
22,115934,Prefer Not to Say,Married,10
59,141333,Female,Single,16
54,28577,Prefer Not to Say,Divorced,17
40,191628,Prefer Not to Say,Single,23
53,146090,Female,Married,2
48,198394,Male,Single,21
27,193888,Prefer Not to Say,Married,1
25,133683,Male,Married,2
35,103285,Prefer Not to Say,Married,9
24,186894,Female,Single,18
58,196458,Prefer Not to Say,Divorced,18
20,38323,Female,Divorced,5
32,168817,Male,Single,1
41,193327,Female,Single,1
22,151675,Male,Single,20
26,163410,Prefer Not to Say,Married,10
19,11968,Female,Married,19
60,144668,Male,Single,11
19,17756,Male,Divorced,1
24,162507,Female,Divorced,9
31,192442,Male,Divorced,1
28,146495,Male,Married,8
22,145244,Prefer Not to Say,Divorced,9
43,68663,Female,Married,8
46,49519,Prefer Not to Say,Single,12
18,95577,Prefer Not to Say,Married,16
34,113702,Male,Single,14
20,72296,Female,Married,23
35,171910,Prefer Not to Say,Married,19
18,16602,Male,Single,14
57,146908,Male,Divorced,13
20,184639,Female,Single,1
30,196790,Female,Married,21
47,59996,Male,Divorced,13
28,74889,Male,Divorced,13
28,114149,Female,Single,1
31,91484,Male,Divorced,3
30,19415,Male,Married,22
42,149447,Prefer Not to Say,Single,7
25,18881,Prefer Not to Say,Divorced,12
44,181132,Female,Divorced,7
42,194027,Male,Divorced,12
33,41154,Prefer Not to Say,Divorced,23
30,168113,Prefer Not to Say,Divorced,4
24,134203,Female,Married,10
42,73699,Female,Married,16
29,37343,Female,Divorced,20
60,24745,Female,Divorced,14
54,52279,Female,Married,6
46,125051,Prefer Not to Say,Divorced,22
24,100021,Male,Divorced,22
